date,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,MA_9,MA_21,MA_50,Signal,RF_Signal,RF_Prob_-1,RF_Prob_0,RF_Prob_1,RF_Prob
2025-05-08 04:46:00,566.64,566.64,566.63,566.63,500.0,54.99999999999432,0.0552123063596354,0.0566294366115216,566.632,566.5799999999999,566.5224999999999,1,1,0.03,0.03,0.94,0.94
2025-05-08 04:47:00,566.68,566.76,566.65,566.7,558.0,52.631578947379445,0.0594875724701751,0.0575821485644061,566.6360000000001,566.601,566.5375,1,1,0.05,0.02,0.93,0.93
2025-05-08 04:48:00,566.71,566.78,566.69,566.78,230.0,82.35294117646075,0.0711055895798153,0.0620899622362092,566.6800000000001,566.625,566.5575000000001,1,1,0.08,0.06,0.86,0.86
2025-05-08 04:49:00,566.79,566.86,566.79,566.83,682.0,82.85714285713264,0.0824592494600438,0.068879724644154,566.726,566.656,566.576,1,1,0.16,0.05,0.79,0.79
2025-05-08 04:50:00,566.85,566.87,566.8,566.87,388.0,79.99999999998484,0.091759071857723,0.0765061737153437,566.7620000000001,566.693,566.5944999999999,1,1,0.06,0.05,0.89,0.89
2025-05-08 04:51:00,566.86,566.98,566.83,566.94,1476.0,100.0,0.1037075724334499,0.0855733066213791,566.824,566.7280000000001,566.617,0,0,0.04,0.82,0.14,0.82
2025-05-08 04:52:00,566.88,566.94,566.88,566.93,56.0,95.99999999995998,0.1053614473805737,0.0921693535411107,566.8700000000001,566.7529999999999,566.6385,1,1,0.01,0.18,0.81,0.81
2025-05-08 04:53:00,566.92,566.96,566.88,566.92,2663.0,88.88888888884678,0.1006449852102377,0.0949945640974864,566.8979999999999,566.789,566.659,-1,1,0.24,0.3,0.46,0.46
2025-05-08 04:54:00,566.87,566.92,566.78,566.92,364.0,84.61538461532407,0.0936493967300293,0.0945461749750007,566.9159999999999,566.821,566.6805,1,1,0.06,0.11,0.83,0.83
2025-05-08 04:55:00,566.89,566.97,566.89,566.97,157.0,85.71428571423931,0.0926868161611764,0.0939263887037259,566.936,566.8489999999999,566.7045,1,1,0.06,0.31,0.63,0.63
2025-05-08 04:56:00,566.86,566.91,566.84,566.86,527.0,27.7777777777883,0.0726000600513998,0.0868176124862839,566.9199999999998,566.8720000000001,566.726,1,1,0.13,0.12,0.75,0.75
2025-05-08 04:57:00,566.86,566.95,566.86,566.95,25.0,53.846153846170665,0.0701959212065048,0.0812770487263575,566.924,566.8969999999999,566.749,0,0,0.04,0.66,0.3,0.66
2025-05-08 04:58:00,566.96,567.04,566.96,567.04,1653.0,67.64705882352843,0.0787160026807214,0.0804233667111455,566.948,566.923,566.774,-1,-1,0.71,0.1,0.19,0.71
2025-05-08 04:59:00,567.0,567.0,566.96,566.96,157.0,54.76190476191443,0.0692909095962477,0.0767125476728462,566.956,566.936,566.796,1,1,0.25,0.2,0.55,0.55
2025-05-08 05:00:00,566.97,567.0,566.93,566.94,903.0,46.1538461538484,0.057835101193632,0.0704200655131081,566.95,566.943,566.818,1,1,0.21,0.1,0.69,0.69
2025-05-08 05:01:00,567.04,567.04,566.96,567.01,1282.0,71.42857142858071,0.0584607245720008,0.066433618532739,566.9800000000001,566.95,566.839,-1,-1,0.85,0.02,0.13,0.85
2025-05-08 05:02:00,567.0,567.04,567.0,567.04,1072.0,65.51724137931035,0.060743321555833,0.0645368528737704,566.9979999999999,566.961,566.857,-1,-1,0.89,0.05,0.06,0.89
2025-05-08 05:03:00,567.0,567.0,566.98,566.99,659.0,39.99999999999999,0.0525186535231796,0.0605307864235734,566.988,566.9680000000001,566.8785,-1,-1,0.88,0.07,0.05,0.88
2025-05-08 05:04:00,566.98,567.0,566.93,566.95,400.0,47.61904761904762,0.039625238257372,0.053562270368173,566.9860000000001,566.971,566.896,-1,-1,0.57,0.23,0.2,0.57
2025-05-08 05:05:00,566.96,566.96,566.88,566.89,175.0,39.99999999998181,0.0215425253086323,0.0428890220149927,566.976,566.963,566.906,-1,-1,0.8,0.1,0.1,0.8
2025-05-08 05:06:00,566.88,566.92,566.84,566.84,331.0,13.043478260863113,0.0024493326742458,0.0294091255680771,566.942,566.961,566.9165,0,0,0.21,0.71,0.08,0.71
2025-05-08 05:07:00,566.88,566.95,566.84,566.87,435.0,13.043478260863113,-0.0050546355784035,0.0179212051859169,566.908,566.953,566.925,-1,-1,0.75,0.18,0.07,0.75
2025-05-08 05:08:00,566.87,566.87,566.8,566.85,227.0,14.999999999991472,-0.0122997330563521,0.0078475591051605,566.88,566.934,566.9285000000001,0,0,0.3,0.63,0.07,0.63
2025-05-08 05:09:00,566.82,566.85,566.81,566.82,126.0,15.789473684201084,-0.0205191913875069,-0.0016080243923952,566.854,566.9200000000001,566.928,0,0,0.19,0.75,0.06,0.75
2025-05-08 05:10:00,566.85,566.85,566.8,566.8,104.0,19.99999999998484,-0.0275711376561957,-0.0102623954803287,566.836,566.9060000000001,566.9245,-1,-1,0.77,0.14,0.09,0.77
2025-05-08 05:11:00,566.82,566.87,566.79,566.84,319.0,50.0,-0.0250490175081949,-0.0151912694896175,566.836,566.8889999999999,566.9195,-1,-1,0.8,0.08,0.12,0.8
2025-05-08 05:12:00,566.79,566.85,566.79,566.8,10086.0,26.66666666668182,-0.0281967391518946,-0.0195264260437099,566.8219999999999,566.865,566.913,0,-1,0.5,0.26,0.24,0.5
2025-05-08 05:13:00,566.8,566.8,566.77,566.77,586.0,25.000000000017764,-0.0332587426418058,-0.0241038649097418,566.8059999999999,566.8430000000001,566.9055,1,1,0.11,0.12,0.77,0.77
2025-05-08 05:14:00,566.8,566.87,566.79,566.79,323.0,39.99999999998484,-0.0321432858952448,-0.0267836719049095,566.8,566.827,566.899,1,1,0.18,0.11,0.71,0.71
2025-05-08 05:15:00,566.77,566.8,566.74,566.79,1185.0,46.15384615385288,-0.0301483823403714,-0.0279052420500635,566.798,566.817,566.89,0,0,0.14,0.68,0.18,0.68
2025-05-08 05:16:00,566.82,566.85,566.82,566.85,335.0,53.33333333332828,-0.019125038027596,-0.0249785073759076,566.8,566.818,566.8895,-1,-1,0.71,0.03,0.26,0.71
2025-05-08 05:17:00,566.81,566.82,566.76,566.82,490.0,57.14285714289195,-0.0158811522023825,-0.0219460556513992,566.8039999999999,566.813,566.883,1,1,0.13,0.07,0.8,0.8
2025-05-08 05:18:00,566.78,566.8,566.74,566.78,70.0,53.33333333332828,-0.0189611750765834,-0.020951095459794,566.806,566.806,566.87,1,1,0.07,0.07,0.86,0.86
2025-05-08 05:19:00,566.78,566.84,566.78,566.81,120.0,56.24999999999112,-0.0157872635678586,-0.0192298181624822,566.81,566.805,566.8625,1,1,0.1,0.0,0.9,0.9
2025-05-08 05:20:00,566.81,567.0,566.81,567.0,460.0,79.9999999999935,0.0139431828075657,-0.0081721511724662,566.8520000000001,566.825,566.8655,-1,-1,0.73,0.04,0.23,0.73
2025-05-08 05:21:00,566.99,567.04,566.98,567.0,1191.0,75.86206896550642,0.031576387412656,0.0050773616892411,566.882,566.841,566.865,1,1,0.15,0.0,0.85,0.85
2025-05-08 05:22:00,566.99,567.0,566.89,566.9,1734.0,61.111111111097074,0.0267976805416765,0.0123174679733862,566.898,566.851,566.858,1,1,0.13,0.01,0.86,0.86
2025-05-08 05:23:00,566.95,567.04,566.95,566.96,271.0,73.68421052631736,0.0313495873333522,0.0186615077600416,566.934,566.87,566.8565,1,1,0.15,0.04,0.81,0.81
2025-05-08 05:24:00,567.02,567.13,567.02,567.06,1339.0,77.77777777777497,0.0471426083349797,0.0281552079516876,566.984,566.8969999999999,566.862,1,1,0.16,0.06,0.78,0.78
2025-05-08 05:25:00,567.05,567.39,567.04,567.2,3638.0,75.0,0.0748876167713206,0.0437326775582319,567.024,566.938,566.8775,-1,-1,0.63,0.11,0.26,0.63
2025-05-08 05:26:00,567.22,567.32,567.21,567.23,193.0,76.74418604650978,0.0931034334968217,0.0601895962044285,567.0699999999999,566.976,566.897,0,0,0.08,0.77,0.15,0.77
2025-05-08 05:27:00,567.24,567.26,567.11,567.11,662.0,73.33333333333502,0.0833129770635423,0.0678973898241331,567.112,567.0049999999999,566.909,1,-1,0.45,0.19,0.36,0.45
2025-05-08 05:28:00,567.2,567.2,567.15,567.15,162.0,72.09302325580964,0.0796325761017442,0.0718091185833368,567.15,567.042,566.924,1,1,0.06,0.11,0.83,0.83
2025-05-08 05:29:00,567.25,567.25,567.21,567.21,31.0,69.23076923077596,0.0827003887332011,0.0754395419666249,567.1800000000001,567.0820000000001,566.9435,1,1,0.06,0.14,0.8,0.8
2025-05-08 05:30:00,567.27,567.3,567.24,567.3,1101.0,64.70588235293134,0.0940602581511029,0.0816464473614509,567.2,567.112,566.9685000000001,-1,-1,0.76,0.11,0.13,0.76
2025-05-08 05:31:00,567.29,567.39,567.29,567.38,2029.0,69.23076923076698,0.108604657462024,0.0906325173949753,567.23,567.15,566.9955,-1,-1,0.86,0.03,0.11,0.86
2025-05-08 05:32:00,567.33,567.33,567.25,567.25,104.0,67.49999999999929,0.0945051200009174,0.0919233849302894,567.258,567.1850000000001,567.0179999999999,0,0,0.11,0.69,0.2,0.69
2025-05-08 05:33:00,567.32,567.32,567.25,567.26,69.0,64.86486486486652,0.0834439697184734,0.0890969131930174,567.28,567.2149999999999,567.0425,1,1,0.12,0.3,0.58,0.58
2025-05-08 05:34:00,567.29,567.3,567.25,567.25,283.0,56.24999999999556,0.0718373891488681,0.0833437385116343,567.2879999999999,567.234,567.0654999999999,1,1,0.08,0.07,0.85,0.85
2025-05-08 05:35:00,567.22,567.27,567.19,567.27,64.0,44.00000000000546,0.0646563239369015,0.0771146003200567,567.2819999999999,567.241,567.0895,1,1,0.05,0.07,0.88,0.88
2025-05-08 05:36:00,567.29,567.34,567.29,567.34,75.0,41.66666666667456,0.0676207197689109,0.0739499734696748,567.274,567.2520000000001,567.114,1,1,0.05,0.07,0.88,0.88
2025-05-08 05:37:00,567.34,567.39,567.34,567.39,176.0,93.75000000000443,0.0738184837570088,0.0739061435654528,567.302,567.28,567.1425,1,1,0.1,0.18,0.72,0.72
2025-05-08 05:38:00,567.37,567.39,567.35,567.35,1915.0,73.68421052633153,0.0688857480862452,0.0722326784057169,567.3199999999999,567.3,567.171,1,1,0.19,0.02,0.79,0.79
2025-05-08 05:39:00,567.41,567.53,567.41,567.52,2222.0,88.571428571436,0.0873397569373537,0.0772683712495959,567.374,567.3309999999999,567.2065,1,1,0.03,0.09,0.88,0.88
2025-05-08 05:40:00,567.54,567.57,567.51,567.56,745.0,89.18918918919583,0.1007875273794525,0.0851080899595481,567.432,567.357,567.2345,1,1,0.04,0.05,0.91,0.91
2025-05-08 05:41:00,567.51,567.57,567.49,567.52,1908.0,76.47058823530199,0.0991927938794106,0.0898029912661689,567.4680000000001,567.371,567.2605000000001,1,1,0.15,0.02,0.83,0.83
2025-05-08 05:42:00,567.54,567.59,567.54,567.55,1788.0,75.00000000000888,0.0984534552516152,0.0926864792613177,567.4999999999999,567.401,567.293,1,1,0.16,0.06,0.78,0.78
2025-05-08 05:43:00,567.59,567.65,567.56,567.62,4225.0,88.571428571436,0.1039822905713663,0.0964517496980005,567.5539999999999,567.437,567.326,0,0,0.2,0.62,0.18,0.62
2025-05-08 05:44:00,567.62,567.66,567.61,567.62,1674.0,77.77777777779181,0.1031231166621182,0.0986755386860398,567.574,567.4739999999999,567.354,-1,-1,0.63,0.09,0.28,0.63
2025-05-08 05:45:00,567.62,567.65,567.61,567.64,5382.0,75.00000000001776,0.1012451278743356,0.0995320684154717,567.5899999999999,567.511,567.376,0,-1,0.45,0.23,0.32,0.45
2025-05-08 05:46:00,567.6,567.67,567.59,567.64,1896.0,100.0,0.0959628846215991,0.0983423404841809,567.6139999999999,567.5409999999999,567.3965000000001,1,1,0.15,0.14,0.71,0.71
2025-05-08 05:47:00,567.63,567.65,567.52,567.59,2362.0,64.28571428574328,0.0816691485639466,0.0927846098441028,567.6220000000001,567.561,567.4205,1,1,0.17,0.03,0.8,0.8
2025-05-08 05:48:00,567.56,567.66,567.55,567.66,895.0,64.28571428571428,0.0795844469545272,0.0883845555475776,567.6299999999999,567.592,567.446,1,1,0.24,0.05,0.71,0.71
2025-05-08 05:49:00,567.65,567.75,567.65,567.67,946.0,66.66666666666666,0.0764883256854318,0.084419145593529,567.64,567.607,567.469,1,1,0.22,0.0,0.78,0.78
2025-05-08 05:50:00,567.7,567.84,567.7,567.81,1421.0,81.48148148148928,0.0914707687579721,0.0867696866483434,567.674,567.632,567.4945,-1,-1,0.71,0.03,0.26,0.71
2025-05-08 05:51:00,567.78,567.78,567.76,567.76,33.0,68.7500000000111,0.0897673351795447,0.0877689028254105,567.698,567.6560000000001,567.5135,-1,-1,0.82,0.08,0.1,0.82
2025-05-08 05:52:00,567.75,567.78,567.74,567.74,222.0,75.8620689655267,0.0822033009405913,0.0859137021971374,567.728,567.675,567.538,-1,-1,0.84,0.02,0.14,0.84
2025-05-08 05:53:00,567.73,567.73,567.61,567.61,724.0,42.85714285714749,0.0556455942252114,0.0758243328731621,567.7180000000001,567.674,567.5555,-1,-1,0.84,0.02,0.14,0.84
2025-05-08 05:54:00,567.58,567.66,567.56,567.6,988.0,40.0000000000065,0.0356859536148022,0.0624448731203754,567.704,567.672,567.573,-1,-1,0.87,0.04,0.09,0.87
2025-05-08 05:55:00,567.58,567.68,567.56,567.65,1327.0,19.230769230760814,0.0291520530935258,0.0513472664447589,567.672,567.673,567.592,-1,-1,0.89,0.05,0.06,0.89
2025-05-08 05:56:00,567.59,567.59,567.5,567.5,46.0,13.888888888880118,0.0025332546888421,0.0350759291927866,567.6200000000001,567.6589999999999,567.6,0,0,0.14,0.69,0.17,0.69
2025-05-08 05:57:00,567.48,567.52,567.48,567.5,218.0,14.705882352931354,-0.0138673669748641,0.018761497136903,567.572,567.65,567.6055,-1,-1,0.83,0.08,0.09,0.83
2025-05-08 05:58:00,567.51,567.54,567.49,567.53,255.0,33.33333333331754,-0.0190568346473583,0.0061553865421492,567.5559999999999,567.637,567.6144999999999,-1,-1,0.85,0.04,0.11,0.85
2025-05-08 05:59:00,567.5,567.54,567.48,567.51,213.0,31.999999999985448,-0.0243133726246469,-0.0040008665134494,567.538,567.621,567.6139999999999,-1,-1,0.88,0.04,0.08,0.88
2025-05-08 06:00:00,567.51,567.51,567.33,567.33,1009.0,7.894736842100542,-0.0522535643402761,-0.0200850991223916,567.4739999999999,567.573,567.6025,-1,-1,0.76,0.07,0.17,0.76
2025-05-08 06:01:00,567.35,567.39,567.3,567.3,235.0,11.538461538451456,-0.0715127199074459,-0.0372276393840764,567.434,567.5269999999999,567.5915,1,1,0.16,0.02,0.82,0.82
2025-05-08 06:02:00,567.36,567.36,567.31,567.34,2542.0,23.333333333344697,-0.0746708674012097,-0.0497087153897875,567.4019999999999,567.487,567.581,1,1,0.15,0.01,0.84,0.84
2025-05-08 06:03:00,567.36,567.36,567.29,567.29,133.0,12.500000000017764,-0.0806994937280478,-0.0600389748358743,567.354,567.455,567.5645,1,1,0.13,0.02,0.85,0.85
2025-05-08 06:04:00,567.3,567.36,567.28,567.35,33.0,27.77777777779707,-0.0725252039801489,-0.0642010512172991,567.3219999999999,567.4300000000001,567.551,1,1,0.32,0.15,0.53,0.53
2025-05-08 06:05:00,567.39,567.5,567.36,567.48,649.0,74.19354838707075,-0.0459888958087049,-0.0581303327477677,567.3520000000001,567.413,567.543,0,0,0.21,0.69,0.1,0.69
2025-05-08 06:06:00,567.5,567.5,567.45,567.45,515.0,74.19354838709796,-0.0321507930176494,-0.0494704861710616,567.382,567.408,567.5335,-1,-1,0.76,0.11,0.13,0.76
2025-05-08 06:07:00,567.45,567.49,567.41,567.47,186.0,72.41379310344152,-0.0195090650631755,-0.0394833458017662,567.408,567.405,567.5274999999999,-1,-1,0.8,0.04,0.16,0.8
2025-05-08 06:08:00,567.53,567.54,567.5,567.5,6921.0,88.88888888889825,-0.0066872289660295,-0.0285513068565207,567.45,567.4019999999999,567.5195,-1,-1,0.77,0.07,0.16,0.77
2025-05-08 06:09:00,567.53,567.6,567.27,567.3,4776.0,43.90243902438145,-0.0271356056834974,-0.0280794064655129,567.4399999999999,567.3810000000001,567.501,1,1,0.2,0.08,0.72,0.72
2025-05-08 06:10:00,567.3,567.35,567.27,567.29,2520.0,17.241379310331297,-0.0399760156866477,-0.0320449428725579,567.402,567.377,567.475,1,1,0.12,0.05,0.83,0.83
2025-05-08 06:11:00,567.29,567.35,567.27,567.35,848.0,34.37499999999889,-0.0376343885177448,-0.0339080914209535,567.382,567.3820000000001,567.4545,1,1,0.07,0.08,0.85,0.85
2025-05-08 06:12:00,567.33,567.38,567.33,567.36,223.0,32.25806451613022,-0.0332360703116592,-0.0336840843845221,567.3599999999999,567.384,567.4354999999999,1,1,0.12,0.05,0.83,0.83
2025-05-08 06:13:00,567.36,567.52,567.36,567.52,224.0,52.27272727272492,-0.0063295052747207,-0.0245658913479216,567.364,567.4069999999999,567.4309999999999,-1,-1,0.81,0.01,0.18,0.81
2025-05-08 06:14:00,567.58,567.58,567.54,567.54,88.0,96.15384615384951,0.0132593919018972,-0.011957463597982,567.412,567.426,567.4280000000001,1,1,0.1,0.08,0.82,0.82
2025-05-08 06:15:00,567.48,567.51,567.39,567.44,904.0,71.42857142858999,0.0104256802997042,-0.0044964156320865,567.442,567.422,567.4174999999999,1,1,0.15,0.03,0.82,0.82
2025-05-08 06:16:00,567.46,567.46,567.46,567.46,10.0,67.7419354838828,0.0111223597148182,0.0007098428168816,567.464,567.423,567.4155,1,1,0.09,0.07,0.84,0.84
2025-05-08 06:17:00,567.4,567.58,567.4,567.58,398.0,76.19047619048908,0.0282377814091887,0.0098858223476507,567.508,567.434,567.4195,-1,-1,0.7,0.08,0.22,0.7
2025-05-08 06:18:00,567.51,567.58,567.49,567.53,5723.0,51.61290322580526,0.0304211913685321,0.0167309453546111,567.51,567.437,567.4195000000001,-1,-1,0.74,0.09,0.17,0.74
2025-05-08 06:19:00,567.55,567.55,567.5,567.54,146.0,50.0,0.0319448631245222,0.0218022512779148,567.51,567.461,567.421,-1,-1,0.78,0.05,0.17,0.78
2025-05-08 06:20:00,567.49,567.53,567.45,567.45,1128.0,51.724137931033134,0.0187167085617829,0.0207737370392042,567.512,567.4770000000001,567.427,0,1,0.44,0.04,0.52,0.52
2025-05-08 06:21:00,567.44,567.51,567.41,567.45,17.0,48.14814814814971,0.0098538911331615,0.0171337884038567,567.51,567.487,567.4345,1,1,0.09,0.1,0.81,0.81
2025-05-08 06:22:00,567.44,567.44,567.43,567.44,72.0,6.249999999995566,0.0025969053142489,0.0122881607073207,567.4820000000001,567.495,567.4395,1,1,0.3,0.19,0.51,0.51
2025-05-08 06:23:00,567.4,567.45,567.4,567.45,113.0,16.666666666666657,-0.0005235719346501,0.0080175831599971,567.466,567.488,567.4475,1,1,0.15,0.03,0.82,0.82
2025-05-08 06:24:00,567.45,567.53,567.43,567.5,3132.0,37.5,0.0047301592163648,0.0069217751787863,567.458,567.484,567.455,1,1,0.2,0.04,0.76,0.76
2025-05-08 06:25:00,567.5,567.54,567.45,567.51,2526.0,87.5,0.0091822330142576,0.0076752611239434,567.47,567.491,567.4565,1,1,0.43,0.12,0.45,0.45
2025-05-08 06:26:00,567.47,567.63,567.47,567.63,49.0,95.00000000000284,0.0286760646042694,0.0146755289507187,567.506,567.508,567.4655,-1,-1,0.7,0.14,0.16,0.7
2025-05-08 06:27:00,567.6,567.67,567.53,567.6,3302.0,86.36363636364341,0.0351548976348112,0.0215019851787496,567.538,567.51,567.472,-1,-1,0.81,0.06,0.13,0.81
2025-05-08 06:28:00,567.61,567.62,567.53,567.62,12334.0,86.95652173913689,0.0405437791785061,0.0278492498453351,567.572,567.519,567.4780000000001,-1,-1,0.87,0.07,0.06,0.87
2025-05-08 06:29:00,567.59,567.61,567.59,567.59,15109.0,71.4285714285869,0.0379025319939501,0.0312003438948734,567.59,567.5240000000001,567.4925000000001,-1,-1,0.7,0.09,0.21,0.7
2025-05-08 06:30:00,567.53,567.58,567.5,567.55,1794.0,58.33333333332544,0.0290241140444322,0.0304749339447264,567.598,567.534,567.5055,-1,-1,0.9,0.0,0.1,0.9
2025-05-08 06:31:00,567.53,567.53,567.42,567.42,5406.0,7.999999999992724,0.0038322616653658,0.0215940431849395,567.5559999999999,567.531,567.509,0,0,0.31,0.66,0.03,0.66
2025-05-08 06:32:00,567.5,567.5,567.4,567.4,208.0,8.333333333325427,-0.0146048831244343,0.0095277344151482,567.516,567.527,567.511,-1,-1,0.83,0.06,0.11,0.83
2025-05-08 06:33:00,567.45,567.51,567.4,567.4,4996.0,0.0,-0.0252968132764408,-0.0020804481487147,567.472,567.5219999999999,567.505,-1,-1,0.91,0.06,0.03,0.91
2025-05-08 06:34:00,567.43,567.45,567.38,567.41,10223.0,4.99999999999433,-0.0293817985418627,-0.011180898279764,567.4359999999999,567.5129999999999,567.4984999999999,-1,-1,0.93,0.0,0.07,0.93
2025-05-08 06:35:00,567.39,567.47,567.25,567.28,66041.0,3.448275862066268,-0.0492549814168796,-0.0238722593254692,567.382,567.49,567.4905,1,1,0.29,0.0,0.71,0.71
2025-05-08 06:36:00,567.32,567.39,567.29,567.35,1925.0,34.78260869566721,-0.0494118288336267,-0.0323854491615217,567.368,567.462,567.485,1,1,0.15,0.1,0.75,0.75
2025-05-08 06:37:00,567.29,567.29,567.19,567.2,5622.0,22.222222222232745,-0.0689196199526804,-0.044563506091908,567.328,567.4219999999999,567.466,1,-1,0.5,0.08,0.42,0.5
2025-05-08 06:38:00,567.26,567.38,567.26,567.37,429.0,47.16981132075715,-0.0537644055377768,-0.0476304725738642,567.3219999999999,567.397,567.458,0,0,0.12,0.7,0.18,0.7
2025-05-08 06:39:00,567.41,567.41,567.32,567.4,2817.0,49.09090909090984,-0.0380055230168636,-0.044422156054864,567.3199999999999,567.3779999999999,567.451,-1,-1,0.71,0.08,0.21,0.71
2025-05-08 06:40:00,567.44,567.47,567.43,567.47,1432.0,69.38775510204601,-0.0168059817584662,-0.0352167646227314,567.358,567.37,567.452,-1,-1,0.8,0.03,0.17,0.8
2025-05-08 06:41:00,567.43,567.45,567.35,567.39,1297.0,53.99999999999637,-0.0145692837734259,-0.0283342710062962,567.366,567.367,567.4490000000001,1,1,0.19,0.02,0.79,0.79
2025-05-08 06:42:00,567.4,567.41,567.31,567.35,411.0,69.23076923076698,-0.0183194979142626,-0.0249960133089517,567.396,567.362,567.4445,1,1,0.4,0.13,0.47,0.47
